Kankersoort;Periode;Geslacht;Leeftijdsgroep;Aantal
Kanker van de spijsverteringsorganen;1995;Man;0-14;6
Kanker van de spijsverteringsorganen;1995;Man;Totaal;7475
Kanker van de spijsverteringsorganen;1996;Man;45-59;1464
Kanker van de spijsverteringsorganen;1996;Man;30-44;232
Kanker van de spijsverteringsorganen;1996;Man;75+;2413
Kanker van de spijsverteringsorganen;1996;Man;15-29;26
Kanker van de spijsverteringsorganen;1996;Man;60-74;3581
Kanker van de spijsverteringsorganen;1996;Man;0-14;7
Kanker van de spijsverteringsorganen;1996;Man;Totaal;7723
Kanker van de spijsverteringsorganen;1997;Man;45-59;1480
Kanker van de spijsverteringsorganen;1997;Man;15-29;22
Kanker van de spijsverteringsorganen;1997;Man;75+;2468
Kanker van de spijsverteringsorganen;1997;Man;30-44;250
Kanker van de spijsverteringsorganen;1997;Man;60-74;3657
Kanker van de spijsverteringsorganen;1997;Man;Totaal;7886
Kanker van de spijsverteringsorganen;1997;Man;0-14;9
Kanker van de spijsverteringsorganen;1998;Man;45-59;1556
Kanker van de spijsverteringsorganen;1998;Man;30-44;236
Kanker van de spijsverteringsorganen;1998;Man;75+;2488
Kanker van de spijsverteringsorganen;1998;Man;15-29;33
Kanker van de spijsverteringsorganen;1998;Man;60-74;3699
Kanker van de spijsverteringsorganen;1998;Man;0-14;4
Kanker van de spijsverteringsorganen;1998;Man;Totaal;8016
Kanker van de spijsverteringsorganen;1999;Man;45-59;1566
Kanker van de spijsverteringsorganen;1999;Man;15-29;21
Kanker van de spijsverteringsorganen;1999;Man;30-44;240
Kanker van de spijsverteringsorganen;1999;Man;75+;2581
Kanker van de spijsverteringsorganen;1999;Man;60-74;3669
Kanker van de spijsverteringsorganen;1999;Man;0-14;5
Kanker van de spijsverteringsorganen;1999;Man;Totaal;8082
Kanker van de spijsverteringsorganen;2000;Man;0-14;10
Kanker van de spijsverteringsorganen;2000;Man;45-59;1706
Kanker van de spijsverteringsorganen;2000;Man;75+;2604
Kanker van de spijsverteringsorganen;2000;Man;15-29;27
Kanker van de spijsverteringsorganen;2000;Man;30-44;275
Kanker van de spijsverteringsorganen;2000;Man;60-74;3782
Kanker van de spijsverteringsorganen;2000;Man;Totaal;8404
Kanker van de spijsverteringsorganen;2001;Man;45-59;1675
Kanker van de spijsverteringsorganen;2001;Man;15-29;21
Kanker van de spijsverteringsorganen;2001;Man;30-44;232
Kanker van de spijsverteringsorganen;2001;Man;75+;2557
Kanker van de spijsverteringsorganen;2001;Man;60-74;3884
Kanker van de spijsverteringsorganen;2001;Man;0-14;7
Kanker van de spijsverteringsorganen;2001;Man;Totaal;8376
Kanker van de spijsverteringsorganen;2002;Man;45-59;1796
Kanker van de spijsverteringsorganen;2002;Man;15-29;20
Kanker van de spijsverteringsorganen;2002;Man;30-44;258
Kanker van de spijsverteringsorganen;2002;Man;75+;2797
Kanker van de spijsverteringsorganen;2002;Man;60-74;3910
Kanker van de spijsverteringsorganen;2002;Man;0-14;7
Kanker van de spijsverteringsorganen;2002;Man;Totaal;8788
Kanker van de spijsverteringsorganen;2003;Man;45-59;1857
Kanker van de spijsverteringsorganen;2003;Man;15-29;23
Kanker van de spijsverteringsorganen;2003;Man;30-44;250
Kanker van de spijsverteringsorganen;2003;Man;75+;2915
Kanker van de spijsverteringsorganen;2003;Man;0-14;4
Kanker van de spijsverteringsorganen;2003;Man;60-74;4082
Kanker van de spijsverteringsorganen;2003;Man;Totaal;9131
Kanker van de luchtwegen;2010;Man;75+;2742
Kanker van de luchtwegen;2010;Man;60-74;3805
Kanker van de luchtwegen;2010;Man;Totaal;7811
Kanker van de luchtwegen;2010;Man;30-44;96
Kanker van de luchtwegen;2011;Man;0-14;0
Kanker van de luchtwegen;2011;Man;30-44;105
Kanker van de luchtwegen;2011;Man;45-59;1147
Kanker van de luchtwegen;2011;Man;75+;2764
Kanker van de luchtwegen;2011;Man;60-74;3906
Kanker van de luchtwegen;2011;Man;15-29;5
Kanker van de luchtwegen;2011;Man;Totaal;7927
Kanker van de luchtwegen;2012;Man;0-14;0
Kanker van de luchtwegen;2012;Man;45-59;1082
Kanker van de luchtwegen;2012;Man;75+;2702
Kanker van de luchtwegen;2012;Man;60-74;3710
Kanker van de luchtwegen;2012;Man;15-29;5
Kanker van de luchtwegen;2012;Man;Totaal;7591
Kanker van de luchtwegen;2012;Man;30-44;92
Kanker van de luchtwegen;2013;Man;0-14;1
Kanker van de luchtwegen;2013;Man;45-59;1164
Kanker van de luchtwegen;2013;Man;75+;2712
Kanker van de luchtwegen;2013;Man;60-74;3770
Kanker van de luchtwegen;2013;Man;Totaal;7746
Kanker van de luchtwegen;2013;Man;15-29;8
Kanker van de luchtwegen;2013;Man;30-44;91
Kanker van de luchtwegen;2014;Man;0-14;0
Kanker van de luchtwegen;2014;Man;75+;2672
Kanker van de luchtwegen;2014;Man;60-74;3830
Kanker van de luchtwegen;2014;Man;15-29;4
Kanker van de luchtwegen;2014;Man;Totaal;7597
Kanker van de luchtwegen;2014;Man;30-44;97
Kanker van de luchtwegen;2014;Man;45-59;994
Kanker van de luchtwegen;2015;Man;0-14;0
Kanker van de luchtwegen;2015;Man;45-59;1032
Kanker van de luchtwegen;2015;Man;75+;2704
Kanker van de luchtwegen;2015;Man;60-74;3930
Kanker van de luchtwegen;2015;Man;15-29;5
Kanker van de luchtwegen;2015;Man;Totaal;7763
Kanker van de luchtwegen;2015;Man;30-44;92
Kanker van de luchtwegen;2016;Man;45-59;1036
Kanker van de luchtwegen;2016;Man;0-14;2
Kanker van de luchtwegen;2016;Man;75+;2739
Kanker van de luchtwegen;2016;Man;60-74;3920
Kanker van de luchtwegen;2016;Man;15-29;4
Kanker van de luchtwegen;2016;Man;Totaal;7792
Kanker van de luchtwegen;2016;Man;30-44;91
Kanker van de luchtwegen;2017;Man;75+;2644
Kanker van de luchtwegen;2017;Man;0-14;3
Kanker van de luchtwegen;2017;Man;60-74;3849
Kanker van de luchtwegen;2017;Man;15-29;7
Kanker van de luchtwegen;2017;Man;30-44;72
Kanker van de luchtwegen;2017;Man;Totaal;7535
Kanker van de luchtwegen;2017;Man;45-59;960
Kanker van de luchtwegen;2018;Man;15-29;10
Kanker van de luchtwegen;2018;Man;75+;2823
Kanker van de luchtwegen;2018;Man;60-74;3880
Kanker van de luchtwegen;2018;Man;0-14;5
Kanker van de luchtwegen;2018;Man;Totaal;7787
Kanker van de luchtwegen;2018;Man;30-44;84
Kanker van de luchtwegen;2018;Man;45-59;985
Kanker van de luchtwegen;1994;Vrouw;0-14;0
Kanker van de luchtwegen;1994;Vrouw;30-44;127
Kanker van de luchtwegen;1994;Vrouw;Totaal;1842
Kanker van de luchtwegen;1994;Vrouw;75+;341
Kanker van de luchtwegen;1994;Vrouw;15-29;4
Kanker van de luchtwegen;1994;Vrouw;45-59;504
Kanker van de luchtwegen;1994;Vrouw;60-74;866
Kanker van de luchtwegen;1995;Vrouw;0-14;0
Kanker van de luchtwegen;1995;Vrouw;30-44;145
Kanker van de luchtwegen;1995;Vrouw;Totaal;1950
Kanker van de luchtwegen;1995;Vrouw;75+;372
Kanker van de luchtwegen;1995;Vrouw;45-59;504
Kanker van de luchtwegen;1995;Vrouw;15-29;7
Kanker van de luchtwegen;1995;Vrouw;60-74;922
Kanker van de luchtwegen;1996;Vrouw;0-14;0
Kanker van de luchtwegen;1996;Vrouw;30-44;119
Kanker van de luchtwegen;1996;Vrouw;Totaal;2020
Kanker van de luchtwegen;1996;Vrouw;75+;385
Kanker van de luchtwegen;1996;Vrouw;45-59;568
Kanker van de luchtwegen;1996;Vrouw;15-29;6
Kanker van de luchtwegen;1996;Vrouw;60-74;942
Kanker van de luchtwegen;1997;Vrouw;0-14;0
Kanker van de luchtwegen;1997;Vrouw;30-44;156
Kanker van de luchtwegen;1997;Vrouw;Totaal;2186
Kanker van de luchtwegen;1997;Vrouw;75+;399
Kanker van de luchtwegen;1997;Vrouw;15-29;4
Kanker van de luchtwegen;1997;Vrouw;45-59;632
Kanker van de luchtwegen;1997;Vrouw;60-74;995
Kanker van de luchtwegen;1998;Vrouw;0-14;0
Kanker van de luchtwegen;1998;Vrouw;60-74;1063
Kanker van de luchtwegen;1998;Vrouw;30-44;154
Kanker van de luchtwegen;1998;Vrouw;Totaal;2306
Kanker van de luchtwegen;1998;Vrouw;75+;408
Kanker van de luchtwegen;1998;Vrouw;15-29;5
Kanker van de luchtwegen;1998;Vrouw;45-59;676
Kanker van de luchtwegen;1999;Vrouw;0-14;0
Kanker van de luchtwegen;1999;Vrouw;60-74;1079
Kanker van de luchtwegen;1999;Vrouw;30-44;152
Kanker van de luchtwegen;1999;Vrouw;Totaal;2366
Kanker van de luchtwegen;1999;Vrouw;15-29;3
Kanker van de luchtwegen;1999;Vrouw;75+;426
Kanker van de luchtwegen;1999;Vrouw;45-59;706
Kanker van de spijsverteringsorganen;2004;Man;45-59;1915
Kanker van de spijsverteringsorganen;2004;Man;15-29;25
Kanker van de spijsverteringsorganen;2004;Man;30-44;289
Kanker van de spijsverteringsorganen;2004;Man;75+;2982
Kanker van de spijsverteringsorganen;2004;Man;60-74;4340
Kanker van de spijsverteringsorganen;2004;Man;0-14;9
Kanker van de spijsverteringsorganen;2004;Man;Totaal;9560
Kanker van de spijsverteringsorganen;2005;Man;15-29;13
Kanker van de spijsverteringsorganen;2005;Man;45-59;1941
Kanker van de spijsverteringsorganen;2005;Man;30-44;268
Kanker van de spijsverteringsorganen;2005;Man;75+;3140
Kanker van de spijsverteringsorganen;2005;Man;0-14;4
Kanker van de spijsverteringsorganen;2005;Man;60-74;4379
Kanker van de spijsverteringsorganen;2005;Man;Totaal;9745
Kanker van de spijsverteringsorganen;2006;Man;Totaal;10058
Kanker van de spijsverteringsorganen;2006;Man;45-59;1956
Kanker van de spijsverteringsorganen;2006;Man;15-29;21
Kanker van de spijsverteringsorganen;2006;Man;30-44;244
Kanker van de spijsverteringsorganen;2006;Man;75+;3246
Kanker van de spijsverteringsorganen;2006;Man;0-14;4
Kanker van de spijsverteringsorganen;2006;Man;60-74;4587
Kanker van de spijsverteringsorganen;2007;Man;Totaal;10703
Kanker van de spijsverteringsorganen;2007;Man;15-29;18
Kanker van de spijsverteringsorganen;2007;Man;45-59;1974
Kanker van de spijsverteringsorganen;2007;Man;30-44;256
Kanker van de spijsverteringsorganen;2007;Man;75+;3502
Kanker van de spijsverteringsorganen;2007;Man;60-74;4945
Kanker van de spijsverteringsorganen;2007;Man;0-14;8
Kanker van de spijsverteringsorganen;2008;Man;15-29;11
Kanker van de spijsverteringsorganen;2008;Man;Totaal;11222
Kanker van de spijsverteringsorganen;2008;Man;45-59;2011
Kanker van de spijsverteringsorganen;2008;Man;30-44;273
Kanker van de spijsverteringsorganen;2008;Man;75+;3638
Kanker van de spijsverteringsorganen;2008;Man;60-74;5281
Kanker van de spijsverteringsorganen;2008;Man;0-14;8
Kanker van de spijsverteringsorganen;2009;Man;Totaal;11553
Kanker van de spijsverteringsorganen;2009;Man;45-59;2026
Kanker van de spijsverteringsorganen;2009;Man;15-29;24
Kanker van de spijsverteringsorganen;2009;Man;30-44;261
Kanker van de spijsverteringsorganen;2009;Man;75+;3823
Kanker van de spijsverteringsorganen;2009;Man;60-74;5412
Kanker van de spijsverteringsorganen;2009;Man;0-14;7
Kanker van de spijsverteringsorganen;2010;Man;Totaal;12002
Kanker van de spijsverteringsorganen;2010;Man;0-14;2
Kanker van de spijsverteringsorganen;2010;Man;45-59;2077
Kanker van de spijsverteringsorganen;2010;Man;15-29;27
Kanker van de spijsverteringsorganen;2010;Man;30-44;272
Kanker van de spijsverteringsorganen;2010;Man;75+;4090
Kanker van de spijsverteringsorganen;2010;Man;60-74;5534
Kanker van de spijsverteringsorganen;2011;Man;Totaal;12274
Kanker van de spijsverteringsorganen;2011;Man;45-59;2188
Kanker van de spijsverteringsorganen;2011;Man;30-44;275
Kanker van de spijsverteringsorganen;2011;Man;15-29;29
Kanker van de spijsverteringsorganen;2011;Man;75+;4020
Kanker van de spijsverteringsorganen;2011;Man;60-74;5756
Kanker van de spijsverteringsorganen;2011;Man;0-14;6
Kanker van de spijsverteringsorganen;2012;Man;Totaal;12570
Kanker van de spijsverteringsorganen;2012;Man;45-59;2105
Kanker van de spijsverteringsorganen;2012;Man;30-44;285
Kanker van de spijsverteringsorganen;2012;Man;0-14;3
Kanker van de spijsverteringsorganen;2012;Man;15-29;31
Kanker van de spijsverteringsorganen;2012;Man;75+;4092
Kanker van de spijsverteringsorganen;2012;Man;60-74;6054
Kanker van de spijsverteringsorganen;2013;Man;Totaal;12678
Kanker van de spijsverteringsorganen;2013;Man;45-59;2152
Kanker van de spijsverteringsorganen;2013;Man;30-44;278
Kanker van de spijsverteringsorganen;2013;Man;75+;4059
Kanker van de spijsverteringsorganen;2013;Man;15-29;43
Kanker van de spijsverteringsorganen;2013;Man;60-74;6137
Kanker van de spijsverteringsorganen;2013;Man;0-14;9
Kanker van de spijsverteringsorganen;2014;Man;0-14;10
Kanker van de spijsverteringsorganen;2014;Man;Totaal;14031
Kanker van de spijsverteringsorganen;2014;Man;45-59;2117
Kanker van de spijsverteringsorganen;2014;Man;30-44;268
Kanker van de spijsverteringsorganen;2014;Man;15-29;44
Kanker van de spijsverteringsorganen;2014;Man;75+;4713
Kanker van de spijsverteringsorganen;2014;Man;60-74;6879
Kanker van de spijsverteringsorganen;2015;Man;Totaal;14833
Kanker van de spijsverteringsorganen;2015;Man;45-59;2067
Kanker van de spijsverteringsorganen;2015;Man;30-44;274
Kanker van de spijsverteringsorganen;2015;Man;15-29;31
Kanker van de spijsverteringsorganen;2015;Man;75+;4294
Kanker van de spijsverteringsorganen;2015;Man;0-14;5
Kanker van de spijsverteringsorganen;2015;Man;60-74;8162
Kanker van de spijsverteringsorganen;2016;Man;Totaal;14627
Kanker van de spijsverteringsorganen;2016;Man;30-44;217
Kanker van de spijsverteringsorganen;2016;Man;45-59;2333
Kanker van de spijsverteringsorganen;2016;Man;15-29;32
Kanker van de spijsverteringsorganen;2016;Man;75+;4334
Kanker van de spijsverteringsorganen;2016;Man;0-14;7
Kanker van de spijsverteringsorganen;2016;Man;60-74;7704
Kanker van de spijsverteringsorganen;2017;Man;Totaal;13668
Kanker van de spijsverteringsorganen;2017;Man;45-59;2302
Kanker van de spijsverteringsorganen;2017;Man;30-44;254
Kanker van de spijsverteringsorganen;2017;Man;0-14;4
Kanker van de spijsverteringsorganen;2017;Man;75+;4179
Kanker van de spijsverteringsorganen;2017;Man;15-29;49
Kanker van de spijsverteringsorganen;2017;Man;60-74;6880
Kanker van de spijsverteringsorganen;2018;Man;Totaal;13818
Kanker van de spijsverteringsorganen;2018;Man;45-59;2637
Kanker van de spijsverteringsorganen;2018;Man;30-44;297
Kanker van de spijsverteringsorganen;2018;Man;75+;4539
Kanker van de spijsverteringsorganen;2018;Man;15-29;47
Kanker van de spijsverteringsorganen;2018;Man;60-74;6291
Kanker van de spijsverteringsorganen;2018;Man;0-14;7
Kanker van de spijsverteringsorganen;1994;Vrouw;30-44;209
Kanker van de spijsverteringsorganen;1994;Vrouw;60-74;2537
Kanker van de spijsverteringsorganen;1994;Vrouw;75+;2893
Kanker van de spijsverteringsorganen;1994;Vrouw;0-14;3
Kanker van de spijsverteringsorganen;1994;Vrouw;15-29;31
Kanker van de spijsverteringsorganen;1994;Vrouw;Totaal;6590
Kanker van de spijsverteringsorganen;1994;Vrouw;45-59;917
Kanker van de spijsverteringsorganen;1995;Vrouw;30-44;171
Kanker van de spijsverteringsorganen;1995;Vrouw;60-74;2538
Kanker van de spijsverteringsorganen;1995;Vrouw;15-29;26
Kanker van de spijsverteringsorganen;1995;Vrouw;75+;2862
Kanker van de spijsverteringsorganen;1995;Vrouw;0-14;5
Kanker van de spijsverteringsorganen;1995;Vrouw;Totaal;6571
Kanker van de spijsverteringsorganen;1995;Vrouw;45-59;969
Kanker van de spijsverteringsorganen;1996;Vrouw;30-44;216
Kanker van de spijsverteringsorganen;1996;Vrouw;60-74;2457
Kanker van de spijsverteringsorganen;1996;Vrouw;75+;2916
Kanker van de spijsverteringsorganen;1996;Vrouw;15-29;30
Kanker van de spijsverteringsorganen;1996;Vrouw;Totaal;6599
Kanker van de spijsverteringsorganen;1996;Vrouw;0-14;8
Kanker van de spijsverteringsorganen;1996;Vrouw;45-59;972
Kanker van de spijsverteringsorganen;1997;Vrouw;45-59;1010
Kanker van de spijsverteringsorganen;1997;Vrouw;30-44;195
Kanker van de spijsverteringsorganen;1997;Vrouw;60-74;2455
Kanker van de spijsverteringsorganen;1997;Vrouw;75+;2966
Kanker van de spijsverteringsorganen;1997;Vrouw;15-29;34
Kanker van de spijsverteringsorganen;1997;Vrouw;Totaal;6667
Kanker van de spijsverteringsorganen;1997;Vrouw;0-14;7
Kanker van de spijsverteringsorganen;1998;Vrouw;45-59;1043
Kanker van de spijsverteringsorganen;1998;Vrouw;30-44;194
Kanker van de spijsverteringsorganen;1998;Vrouw;60-74;2522
Kanker van de spijsverteringsorganen;1998;Vrouw;15-29;28
Huidkanker;1995;Man;30-44;235
Huidkanker;1995;Man;Totaal;2531
Huidkanker;1995;Man;45-59;456
Huidkanker;1995;Man;15-29;67
Huidkanker;1995;Man;75+;873
Huidkanker;1995;Man;60-74;899
Huidkanker;1996;Man;60-74;1029
Huidkanker;1996;Man;30-44;256
Huidkanker;1996;Man;Totaal;2763
Huidkanker;1996;Man;45-59;454
Huidkanker;1996;Man;0-14;5
Huidkanker;1996;Man;15-29;66
Huidkanker;1996;Man;75+;953
Huidkanker;1997;Man;0-14;1
Huidkanker;1997;Man;75+;1003
Huidkanker;1997;Man;30-44;226
Huidkanker;1997;Man;Totaal;2854
Huidkanker;1997;Man;45-59;562
Huidkanker;1997;Man;15-29;66
Huidkanker;1997;Man;60-74;996
Huidkanker;1998;Man;30-44;240
Huidkanker;1998;Man;Totaal;2786
Huidkanker;1998;Man;0-14;5
Huidkanker;1998;Man;45-59;509
Huidkanker;1998;Man;15-29;65
Huidkanker;1998;Man;60-74;972
Huidkanker;1998;Man;75+;995
Huidkanker;1999;Man;75+;1077
Huidkanker;1999;Man;60-74;1098
Huidkanker;1999;Man;30-44;253
Huidkanker;1999;Man;Totaal;3081
Huidkanker;1999;Man;0-14;4
Huidkanker;1999;Man;45-59;583
Huidkanker;1999;Man;15-29;66
Huidkanker;2000;Man;60-74;1049
Kanker van de spijsverteringsorganen;1998;Vrouw;75+;2988
Kanker van de spijsverteringsorganen;1998;Vrouw;Totaal;6784
Kanker van de spijsverteringsorganen;1998;Vrouw;0-14;9
Kanker van de spijsverteringsorganen;1999;Vrouw;45-59;1097
Kanker van de spijsverteringsorganen;1999;Vrouw;30-44;207
Kanker van de spijsverteringsorganen;1999;Vrouw;60-74;2569
Kanker van de spijsverteringsorganen;1999;Vrouw;75+;3006
Kanker van de spijsverteringsorganen;1999;Vrouw;15-29;35
Kanker van de spijsverteringsorganen;1999;Vrouw;Totaal;6921
Kanker van de spijsverteringsorganen;1999;Vrouw;0-14;7
Kanker van de spijsverteringsorganen;2000;Vrouw;45-59;1106
Kanker van de spijsverteringsorganen;2000;Vrouw;30-44;208
Kanker van de spijsverteringsorganen;2000;Vrouw;60-74;2609
Kanker van de spijsverteringsorganen;2000;Vrouw;15-29;27
Kanker van de spijsverteringsorganen;2000;Vrouw;75+;3019
Kanker van de spijsverteringsorganen;2000;Vrouw;0-14;4
Kanker van de spijsverteringsorganen;2000;Vrouw;Totaal;6973
Kanker van de spijsverteringsorganen;2001;Vrouw;45-59;1160
Kanker van de spijsverteringsorganen;2001;Vrouw;15-29;15
Kanker van de spijsverteringsorganen;2001;Vrouw;30-44;243
Kanker van de spijsverteringsorganen;2001;Vrouw;60-74;2532
Kanker van de spijsverteringsorganen;2001;Vrouw;75+;2997
Kanker van de spijsverteringsorganen;2001;Vrouw;0-14;3
Kanker van de spijsverteringsorganen;2001;Vrouw;Totaal;6950
Kanker van de spijsverteringsorganen;2002;Vrouw;45-59;1214
Kanker van de spijsverteringsorganen;2002;Vrouw;15-29;17
Kanker van de spijsverteringsorganen;2002;Vrouw;30-44;216
Kanker van de spijsverteringsorganen;2002;Vrouw;60-74;2700
Kanker van de spijsverteringsorganen;2002;Vrouw;75+;3021
Kanker van de spijsverteringsorganen;2002;Vrouw;Totaal;7176
Kanker van de spijsverteringsorganen;2002;Vrouw;0-14;8
Kanker van de spijsverteringsorganen;2003;Vrouw;45-59;1286
Kanker van de spijsverteringsorganen;2003;Vrouw;15-29;18
Kanker van de spijsverteringsorganen;2003;Vrouw;0-14;2
Huidkanker;2000;Man;75+;1134
Huidkanker;2000;Man;0-14;2
Huidkanker;2000;Man;30-44;260
Huidkanker;2000;Man;Totaal;3063
Huidkanker;2000;Man;15-29;56
Huidkanker;2000;Man;45-59;562
Huidkanker;2001;Man;60-74;1175
Huidkanker;2001;Man;75+;1182
Huidkanker;2001;Man;30-44;268
Huidkanker;2001;Man;Totaal;3349
Huidkanker;2001;Man;0-14;5
Huidkanker;2001;Man;15-29;58
Huidkanker;2001;Man;45-59;661
Huidkanker;2002;Man;60-74;1174
Huidkanker;2002;Man;75+;1244
Huidkanker;2002;Man;0-14;2
Huidkanker;2002;Man;30-44;323
Huidkanker;2002;Man;Totaal;3419
Huidkanker;2002;Man;15-29;57
Huidkanker;2002;Man;45-59;619
Huidkanker;2003;Man;60-74;1215
Huidkanker;2003;Man;75+;1260
Huidkanker;2003;Man;30-44;282
Huidkanker;2003;Man;0-14;3
Huidkanker;2003;Man;Totaal;3461
Huidkanker;2003;Man;15-29;56
Huidkanker;2003;Man;45-59;645
Huidkanker;2004;Man;75+;1426
Huidkanker;2004;Man;60-74;1427
Huidkanker;2004;Man;30-44;324
Huidkanker;2004;Man;0-14;4
Huidkanker;2004;Man;Totaal;4004
Huidkanker;2004;Man;15-29;58
Huidkanker;2004;Man;45-59;765
Huidkanker;2005;Man;60-74;1541
Kanker van de spijsverteringsorganen;2003;Vrouw;30-44;217
Kanker van de spijsverteringsorganen;2003;Vrouw;60-74;2679
Kanker van de spijsverteringsorganen;2003;Vrouw;75+;3214
Kanker van de spijsverteringsorganen;2003;Vrouw;Totaal;7416
Kanker van de spijsverteringsorganen;2004;Vrouw;15-29;13
Kanker van de spijsverteringsorganen;2004;Vrouw;45-59;1302
Kanker van de spijsverteringsorganen;2004;Vrouw;30-44;221
Kanker van de spijsverteringsorganen;2004;Vrouw;60-74;2800
Kanker van de spijsverteringsorganen;2004;Vrouw;75+;3328
Kanker van de spijsverteringsorganen;2004;Vrouw;0-14;5
Kanker van de spijsverteringsorganen;2004;Vrouw;Totaal;7669
Kanker van de spijsverteringsorganen;2005;Vrouw;0-14;1
Kanker van de spijsverteringsorganen;2005;Vrouw;45-59;1348
Kanker van de spijsverteringsorganen;2005;Vrouw;30-44;200
Kanker van de spijsverteringsorganen;2005;Vrouw;15-29;23
Kanker van de spijsverteringsorganen;2005;Vrouw;60-74;2877
Kanker van de spijsverteringsorganen;2005;Vrouw;75+;3487
Kanker van de spijsverteringsorganen;2005;Vrouw;Totaal;7936
Kanker van de spijsverteringsorganen;2006;Vrouw;45-59;1424
Kanker van de spijsverteringsorganen;2006;Vrouw;15-29;22
Kanker van de spijsverteringsorganen;2006;Vrouw;30-44;225
Kanker van de spijsverteringsorganen;2006;Vrouw;60-74;2916
Kanker van de spijsverteringsorganen;2006;Vrouw;75+;3502
Kanker van de spijsverteringsorganen;2006;Vrouw;0-14;4
Kanker van de spijsverteringsorganen;2006;Vrouw;Totaal;8093
Kanker van de spijsverteringsorganen;2007;Vrouw;0-14;1
Kanker van de spijsverteringsorganen;2007;Vrouw;45-59;1375
Kanker van de spijsverteringsorganen;2007;Vrouw;30-44;248
Kanker van de spijsverteringsorganen;2007;Vrouw;15-29;25
Kanker van de spijsverteringsorganen;2007;Vrouw;60-74;3033
Kanker van de spijsverteringsorganen;2007;Vrouw;75+;3615
Kanker van de spijsverteringsorganen;2007;Vrouw;Totaal;8297
Kanker van de spijsverteringsorganen;2008;Vrouw;45-59;1398
Kanker van de spijsverteringsorganen;2008;Vrouw;30-44;244
Huidkanker;2005;Man;75+;1687
Huidkanker;2005;Man;0-14;3
Huidkanker;2005;Man;30-44;335
Huidkanker;2005;Man;Totaal;4443
Huidkanker;2005;Man;15-29;65
Huidkanker;2005;Man;45-59;812
Huidkanker;2006;Man;60-74;1645
Huidkanker;2006;Man;75+;1749
Huidkanker;2006;Man;30-44;358
Huidkanker;2006;Man;Totaal;4608
Huidkanker;2006;Man;15-29;62
Huidkanker;2006;Man;0-14;7
Huidkanker;2006;Man;45-59;787
Huidkanker;2007;Man;60-74;1882
Huidkanker;2007;Man;75+;2008
Huidkanker;2007;Man;0-14;3
Huidkanker;2007;Man;30-44;349
Huidkanker;2007;Man;Totaal;5152
Huidkanker;2007;Man;15-29;60
Huidkanker;2007;Man;45-59;850
Huidkanker;2008;Man;60-74;2027
Huidkanker;2008;Man;75+;2172
Huidkanker;2008;Man;0-14;3
Huidkanker;2008;Man;30-44;341
Huidkanker;2008;Man;Totaal;5471
Huidkanker;2008;Man;15-29;65
Huidkanker;2008;Man;45-59;863
Huidkanker;2009;Man;60-74;2179
Huidkanker;2009;Man;75+;2447
Huidkanker;2009;Man;30-44;345
Huidkanker;2009;Man;0-14;4
Huidkanker;2009;Man;Totaal;5919
Huidkanker;2009;Man;15-29;74
Huidkanker;2009;Man;45-59;870
Huidkanker;2010;Man;45-59;1040
Kanker van de spijsverteringsorganen;2008;Vrouw;15-29;29
Kanker van de spijsverteringsorganen;2008;Vrouw;60-74;3279
Kanker van de spijsverteringsorganen;2008;Vrouw;75+;3739
Kanker van de spijsverteringsorganen;2008;Vrouw;0-14;4
Kanker van de spijsverteringsorganen;2008;Vrouw;Totaal;8693
Kanker van de spijsverteringsorganen;2009;Vrouw;0-14;1
Kanker van de spijsverteringsorganen;2009;Vrouw;45-59;1455
Kanker van de spijsverteringsorganen;2009;Vrouw;15-29;25
Kanker van de spijsverteringsorganen;2009;Vrouw;30-44;264
Kanker van de spijsverteringsorganen;2009;Vrouw;60-74;3413
Kanker van de spijsverteringsorganen;2009;Vrouw;75+;3718
Kanker van de spijsverteringsorganen;2009;Vrouw;Totaal;8876
Kanker van de spijsverteringsorganen;2010;Vrouw;45-59;1377
Kanker van de spijsverteringsorganen;2010;Vrouw;30-44;230
Kanker van de spijsverteringsorganen;2010;Vrouw;15-29;30
Kanker van de spijsverteringsorganen;2010;Vrouw;60-74;3567
Kanker van de spijsverteringsorganen;2010;Vrouw;75+;3834
Kanker van de spijsverteringsorganen;2010;Vrouw;0-14;6
Kanker van de spijsverteringsorganen;2010;Vrouw;Totaal;9044
Kanker van de spijsverteringsorganen;2011;Vrouw;45-59;1484
Kanker van de spijsverteringsorganen;2011;Vrouw;30-44;255
Kanker van de spijsverteringsorganen;2011;Vrouw;0-14;3
Kanker van de spijsverteringsorganen;2011;Vrouw;15-29;32
